cténizidé,Insecte,carn,"mygalomorphe,araignée"
cténus,Insecte,carn,"arachnide,araignée"
cybister,Insecte,carn,"dytiscidé,dytique grd"
cychre,Insecte,carn,"carabidé,carabe"
cychrus,Insecte,carn,"carabidé,carabe"
cyclocosmie,Insecte,carn,"arachnide,araignée"
cycloraphe,Insecte,carn,diptère brachycère
cyclorhaphe,Insecte,carn,diptère brachycère
cyclorrhaphe,Insecte,carn,diptère brachycère
cymindis,Insecte,carn,"carabidé,carabe"
cyphophthalme,Insecte,carn,"opilon,arachnide"
demoiselle,Insecte,carn,"agrionidé,démoiselle"
desidiopsis,Insecte,carn,"arachnide,araignée"
désis,Insecte,carn,"arachnide,araignée"
dichirotrichus,Insecte,carn,"carabidé,carabe brun"
dictyne,Insecte,carn,arachnide
dineutes,Insecte,carn,gyrin rég chaudes
dinopis,Insecte,carn,"arachnide,araignée"
dionychien,Insecte,carn,"arachnide,araignée"
diplocentridé,Insecte,carn,"scorpionidé,scorpion"
diplopode,Insecte,carn,myriapode
diplosphyronidé,Insecte,carn,"arachnide,chernète"
diploure,Insecte,carn,"aptère,aveugle"
ditomus,Insecte,carn,"carabidé,carabe"
dolomedes,Insecte,carn,"pisauridée,araignée"
drassidé,Insecte,carn,tel araignée entélégyne
dromus,Insecte,carn,"carabidé,carabe"
drypte,Insecte,carn,"carabidé,carabe"
dyschirius,Insecte,carn,"carabidé,carabe brun"
dysdéridé,Insecte,carn,tel araignée haplogyne
dysderina,Insecte,carn,"oonopiné,araignée"
échinoconus,Insecte,carn,"carabidé,galérite"
éciton,Insecte,carn,"dorylidé,fourmi Amér"
écribellate,Insecte,carn,tel araignée
élaphre,Insecte,carn,"carabidé,carabe"
embie,Insecte,carn,"embidé,insecte ailé"
énoplognata,Insecte,carn,"théridiidé,araignée"
entélégyne,Insecte,carn,"écribellate,araignée"
épeire,Insecte,carn,"aranéidé,grde araignée"
érèse,Insecte,carn,"érésidé,araignée"
érigone,Insecte,carn,"érigonidé,araignée"
euarthropode,Insecte,carn,"arthropode,tel arachnid"
eucamptognathe,Insecte,carn,"carabidé,coléoptère"
euchirus,Insecte,carn,"scarabéidé,scarabée"
euryptéridé,Insecte,carn,arthropode fossile
euscorpius,Insecte,carn,"chactidé,scorpion"
exilé,Insecte,carn,ds colonie pucerons
faucheux,Insecte,carn,"arthropode,opilion"
féronie,Insecte,carn,"carabidé,coléoptère"
filistate,Insecte,carn,"filistatidé,araignée"
fourmi-lion,Insecte,carn,myrméléonidé
fourmilion,Insecte,carn,"myrméléonidé,fourmi-lio"
fusule,Insecte,carn,appendice d'araignée
galéode,Insecte,carn,"galéodidé,arachnide"
galerite,Insecte,carn,"carabidé,carabe"
gerris,Insecte,carn,"gerridé,araignée d'eau"
gigantostracé,Insecte,carn,"mérostome,arthropode"
gnaphose,Insecte,carn,"drassidé,araignée"
gomphe,Insecte,carn,anisoptère
gomphus,Insecte,carn,"agrionidé,libellule"
hahnie,Insecte,carn,"hahniidé,araignée"
haplogyne,Insecte,carn,"écribellate,araignée"
harpacte,Insecte,carn,"dysdéridé,araignée"
harpale,Insecte,carn,"carabidé,carabe"
héliophane,Insecte,carn,"salticidé,araignée"
hémérobe,Insecte,carn,"hémérobiidé,planipenne"
hétéromètre,Insecte,carn,"scorpionidé,scorpion"
hétérosphyronidé,Insecte,carn,"tel chtoniidé,arachnide"
hydraphaenops,Insecte,carn,"carabidé,coléoptère"
hydropsyché,Insecte,carn,"hydropsychidé,phrygane"
hypérion,Insecte,carn,"carabidé,carabe"
hyptiote,Insecte,carn,"uloboridé,araignée"
irésie,Insecte,carn,"cicindélidé,cicindèle"
ischnocole,Insecte,carn,"théraphosidé,mygdale"
ischnura,Insecte,carn,"agrionidé,libellule"
isomètre,Insecte,carn,"scorpionidé,scorpion"
iule,Insecte,carn,"iulidé,myriapode"
koenenia,Insecte,carn,arachnide palpigrade
labidognathe,Insecte,carn,"aranéide,araignée"
laemosthenus,Insecte,carn,"carabidé,carabe"
latrodecte,Insecte,carn,"théridiidé,araignée"
lebia,Insecte,carn,"carabidé,carabe"
leistus,Insecte,carn,"carabidé,carabe"
leptonète,Insecte,carn,"leptonétidé,araignée"
lestes,Insecte,carn,odonate à gros yeux
libellule,Insecte,carn,"agrionidé,odonate"
libellulidé,Insecte,carn,"tel libellule,sympétrum"
libelluloïde,Insecte,carn,odonate à gros yeux
licinus,Insecte,carn,"carabidé,carabe noir"
limule,Insecte,carn,rthropode marin
linguatule,Insecte,carn,arthropode vermiforme
linguatulide,Insecte,carn,proche arthropode
linyphie,Insecte,carn,"linyphiidé,araignée"
liphistiomorphe,Insecte,carn,"tel liphistius,aranéide"
liphistius,Insecte,carn,"liphistiidé,araignée"
lorocère,Insecte,carn,"carabidé,carabe"
lycose,Insecte,carn,"lycosidé,araignée-loup"
lycosidé,Insecte,carn,"tel lycose,pardose"
machelier,Insecte,carn,tel créophile
machile,Insecte,carn,"machilidé,thysanoure"
maindronia,Insecte,carn,thysanoure ss aile
mallophage,Insecte,carn,"ectoparasite,pou d'oise"
malmignatte,Insecte,carn,"théridiidé,araignée"
mandibulate,Insecte,carn,tel arthropode myriapod
mante religieuse,Insecte,carn,mantidé carnassière
manticore,Insecte,carn,"cicindélidé,cicindèle"
mantidé,Insecte,carn,"tel mante,dictyoptère"
mantispe,Insecte,carn,"mantispidé,proche mante"
mantispidé,Insecte,carn,proche mante
menneus,Insecte,carn,"arachnide,araignée Afr"
mérostome,Insecte,carn,"arthropode,mélicérate"
mérostomoïde,Insecte,carn,arthropode fossile
mésothèle,Insecte,carn,"tel liphistius,aranéide"
meta,Insecte,carn,araignée entélégine
micrathène,Insecte,carn,"micrathénée,araignée Am"
mimétidé,Insecte,carn,"tel mimetus,araignée"
mimetus,Insecte,carn,"mimétidé,araignée"
misumène,Insecte,carn,"thomisidé,araignée"
monosphyronidé,Insecte,carn,"arachnide,chernète"
mormolyce,Insecte,carn,"carabidé,carabe"
mouhotia,Insecte,carn,"carabidé,carabe noir"
myas,Insecte,carn,"carabidé,coléoptère"
mygale,Insecte,carn,"théraphosidé,araignée"
mygalomorphe,Insecte,carn,tel mygale
nébrie,Insecte,carn,"carabidé,carabe"
nécrophage,Insecte,carn,q ali cadavres
némastome,Insecte,carn,"arachnide,faucheux"
nématophore,Insecte,carn,arthropode
nemoscolus,Insecte,carn,"argiopidé,araignée"
neobisium,Insecte,carn,"pseudo-scorpion,chernèt"
néon,Insecte,carn,"salticidé,araignée"
néphile,Insecte,carn,"argiopidé,araignée"
nesticus,Insecte,carn,"nesticidé,araignée"
névroptère,Insecte,carn,insecte divers ordres
névroptéroïde,Insecte,carn,ptérygote carnivore
nomesia,Insecte,carn,"drassidé,araignée"
nops,Insecte,carn,"aranéide,araignée"
notiophilus,Insecte,carn,"carabidé,carabe"
obisium,Insecte,carn,"chernétidé,pseudo-scorp"
odacanthe,Insecte,carn,"carabidé,carabe"
odonate,Insecte,carn,"tel aeschne,libellule"
odonatoptère,Insecte,carn,"odonate,tel libellule"
olios,Insecte,carn,"sparassidé,araignée"
omophron,Insecte,carn,"carabidé,carabe"
oodes,Insecte,carn,"carabidé,carabe"
oonops,Insecte,carn,"oonopidé,araignée"
oophage,Insecte,carn,ses oeufs
ophionea,Insecte,carn,"carabidé,carabe"
ophone,Insecte,carn,"carabidé,carabe"
opilion,Insecte,carn,"tel faucheux,araignée"
ornithodorus,Insecte,carn,"arachnide,tique"
orthognathe,Insecte,carn,arachnide aranéide
oxyope,Insecte,carn,"oxyopidé,araignée"
oxyptile,Insecte,carn,"thomisidé,araignée"
pachygnathe,Insecte,carn,"tétragnathidé,araignée"
pachymorphe,Insecte,carn,"carabidé,carabe Asie"
palaeophonus,Insecte,carn,"scorpionidé,scorpion"
palpigrade,Insecte,carn,"arachnide,tel koenenia"
panagée,Insecte,carn,"carabidé,carabe noir"
pandinus,Insecte,carn,"scorpionidé,scorpion"
panorpe,Insecte,carn,"panorpidé,mécoptère"
panorpidé,Insecte,carn,"mécoptère,panorpe"
pararthropode,Insecte,carn,métamérisé
pardose,Insecte,carn,"arachnide,araignée"
pasimaque,Insecte,carn,"carabidé,carabe noir"
pauropode,Insecte,carn,arthropode très petit
pentastome,Insecte,carn,invertébré vermiforme
pentastomide,Insecte,carn,proche arthropode
perle,Insecte,carn,"perlidé,plécoptère"
phalangide,Insecte,carn,"arachnide,faucheux"
phéropsophe,Insecte,carn,"carabidé,carabe"
philodromus,Insecte,carn,"thomisidé,araignée"
pholque,Insecte,carn,"pholcidé,araignée"
pisaure,Insecte,carn,"pisauridé,araignée"
pisauridé,Insecte,carn,"tel pisaure,araignée"
platycnémis,Insecte,carn,"agrionidé,libellule"
plécoptère,Insecte,carn,paurométabole
poecilus,Insecte,carn,"carabidé,carabe vert"
polydesme,Insecte,carn,myriapode diplopode
procruste,Insecte,carn,"carabidé,carabe noir"
protodonate,Insecte,carn,agrionidé fossile
pseudoscorpion,Insecte,carn,"chélifère,arachnide"
ptérostichus,Insecte,carn,"carabidé,carabe"
rhomphée,Insecte,carn,"arachnide,araignée"
ricinuléide,Insecte,carn,tel arachnide brun
runcinia,Insecte,carn,"thomicidé,araignée"
salticidé,Insecte,carn,tel saltique
saltigrade,Insecte,carn,"salticidé,aranéide"
saltique,Insecte,carn,"salticidé,araignée"
sarcophage,Insecte,carn,"calliphoridé,mouche"
scarite,Insecte,carn,"carabidé,carabique noir"
schizomide,Insecte,carn,tel arachnide
sclérite,Insecte,carn,chitinée arthropode
scorpion,Insecte,carn,"scorpionidé,arachnide"
scorpion-mouche,Insecte,carn,"panorpidé,panorpe"
scorpion-pince,Insecte,carn,"chélifère,arachnide"
scorpion-volant,Insecte,carn,"panorpidé,panorpe"
scorpionide,Insecte,carn,tel scorpion arachnide
scorpionidé,Insecte,carn,tel scorpion arachnide
scytode,Insecte,carn,"sicariidé,araignée"
ségestrie,Insecte,carn,"dysdéridé,araignée"
sicariidé,Insecte,carn,"tel scytode,araignée"
sidneyia,Insecte,carn,"arthropode,mérostomoïde"
slimonia,Insecte,carn,mérostome fossile
spéléonébrie,Insecte,carn,"carabidé,coléoptère"
spilasma,Insecte,carn,"argiopidé,araignée"
stylonurus,Insecte,carn,arthropode fossile
symphyle,Insecte,carn,arthropode
synechtre,Insecte,carn,prédateur myrmécophile
synema,Insecte,carn,"thomisidé,araignée"
synziphosure,Insecte,carn,xiphosure fossile
tarantulidé,Insecte,carn,arachnide ambipyge
tarentule,Insecte,carn,"lycosidé,grde araignée"
taupe-grillon,Insecte,carn,"gryllotalpidé,insecte"
tégénaire,Insecte,carn,"agélénidé,araignée"
télème,Insecte,carn,"télémidé,araignée"
termitophage,Insecte,carn,animal q ali termites
tétragnathe,Insecte,carn,"tétragnathidé,araignée"
tétranychidé,Insecte,carn,"tel tisserand,araignée"
thélyphonide,Insecte,carn,"uropyge,arachnide"
théraphose,Insecte,carn,"théraphosidé,araignée"
théraphosomorphe,Insecte,carn,"tel mygale,araignée"
théridion,Insecte,carn,"théridiidé,araignée"
theridium,Insecte,carn,"théridiidé,araignée"
thomise,Insecte,carn,"thomisidé,araignée"
thomisidé,Insecte,carn,"tel thomise,araignée"
thysanoure,Insecte,carn,ectotrophe
traîne-bûches,Insecte,carn,larve phrygane
tréchus,Insecte,carn,"carabidé,coléoptère"
trichoptère,Insecte,carn,"holométabole,phrygane"
ulobore,Insecte,carn,"uloboridé,araignée"
uroctea,Insecte,carn,"uroctéidé,araignée"
uropyge,Insecte,carn,arachnide chélicérate
uropygide,Insecte,carn,arachnide chélicérate
véjovidé,Insecte,carn,"scorpionidé,scorpion"
veuve noire,Insecte,carn,"théridiidé,araignée"
vinaigrier,Insecte,carn,"carabidé,carabe doré"
xiphosure,Insecte,carn,"limule,chélicérate"
xiphosuride,Insecte,carn,tel xiphosure
xysticus,Insecte,carn,"thomicidé,araignée"
xystique,Insecte,carn,"thomicidé,araignée"
yama-maï,Insecte,carn,"ver à soie,chenille"
zabre,Insecte,carn,"carabidé,zabrus"
zabrus,Insecte,carn,"carabidé,zabre"
zélotes,Insecte,carn,"drassidé,araignée"
zilla,Insecte,carn,"argiopidé,araignée"
zodarion,Insecte,carn,"arachnide,araignée"
zoolée,Insecte,carn,"dictyoptère,mante"
zora,Insecte,carn,"clubionidé,araignée"
zygoptère,Insecte,carn,"odonate,tel leste"
pince-oreille,Insecte,forf,"forficulidé,dermaptère"
acalles,Insecte,herb,"curculionidé,charançon"
acilius,Insecte,herb,dytiscidé
agélastique,Insecte,herb,"chrysomélidé,coléoptère"
aglène,Insecte,herb,"colydiidé,coléoptère"
agrile,Insecte,herb,"buprestidé,coléoptère"
aléochare,Insecte,herb,"staphylinidé,coléoptère"
alléculidé,Insecte,herb,"cistélidé,coléoptère"
alphitobie,Insecte,herb,"ténébrionidé,coléoptère"
altise,Insecte,herb,"chrysomélidé,coléoptère"
anaspis,Insecte,herb,"mordellidé,coléoptère"
androphore,Insecte,herb,phylloxéra ailé
anthrène,Insecte,herb,"dermestidé,coléoptère"
anthribidé,Insecte,herb,"rynchophore,coléoptère"
aptérygote,Insecte,herb,tel collembole insecte
asclère,Insecte,herb,"oedéméridé,coléoptère"
atéleste,Insecte,herb,"malachiidé,coléoptère"
bactériidé,Insecte,herb,tel insecte ss ailes
baëtis,Insecte,herb,"baëtidé,éphémère 1 aile"
balanin,Insecte,herb,"curculionidé,charançon"
baris,Insecte,herb,"curculionidé,charançon"
batrisus,Insecte,herb,"psélaphidé,coléoptère"
bête à bon Dieu,Insecte,herb,"coccinellidé,coccinelle"
blaps,Insecte,herb,"ténébrionidé,coléoptère"
bledius,Insecte,herb,"staphylinidé,coléoptère"
bolitobie,Insecte,herb,"staphylinidé,coléoptère"
bombardier,Insecte,herb,"tel aptine,coléoptère"
bostryche,Insecte,herb,"scolytidé,scolyte"
bostrychidé,Insecte,herb,tel bostryche
bothynodère,Insecte,herb,"curculionidé,charançon"
bousier,Insecte,herb,"scarabéidé,épilissus"
brachycerus,Insecte,herb,"curculionidé,charançon"
brachyderes,Insecte,herb,"curculionidé,charançon"
brachyptère,Insecte,herb,"nitidiludé,coléoptère"
brachytarse,Insecte,herb,"anthribidé,coléoptère"
brenthe,Insecte,herb,"brenthidé,coléoptère"
brenthidé,Insecte,herb,tel brenthe
bruche,Insecte,herb,"bruchidé,laria"
bubas,Insecte,herb,"scarabéidé,bousier noir"
buprestidé,Insecte,herb,"tel bupreste,richard"
byctiscus,Insecte,herb,"curculionidé,charançon"
byrrhidé,Insecte,herb,tel byture
byture,Insecte,herb,"byturidé,coléoptère"
calandre,Insecte,herb,"curculionidé,charançon"
callicnémis,Insecte,herb,"scarabéidé,scarabée"
calliptamus,Insecte,herb,"catantopidé,criquet"
caloptenus,Insecte,herb,"calantopidé,criquet"
cantharide,Insecte,herb,"méloïdé,coléoptère vert"
cantharis,Insecte,herb,"téléphoridé,coléoptère"
carpophile,Insecte,herb,"nitidulidé,coléoptère"
caryobore,Insecte,herb,"bruchidé,coléoptère"
catharsius,Insecte,herb,"scarabéidé,bousier noir"
cathartus,Insecte,herb,"cucujidé,silvanus"
catopidé,Insecte,herb,tel catops coléoptère
catops,Insecte,herb,"catopidé,coléoptère"
cébrion,Insecte,herb,"cébrionidé,coléoptère"
cébrionidé,Insecte,herb,"tel cébrion,coléoptère"
cercyon,Insecte,herb,"hydrophilidé,coléoptère"
cérocome,Insecte,herb,"méloïdé,coléoptère"
cétoine,Insecte,herb,"scarabéidé,coléoptère"
ceutohorhynque,Insecte,herb,"curculionidé,charançon"
ceutorynque,Insecte,herb,"curculionidé,charançon"
chalcosome,Insecte,herb,"scarabéidé,scarabée"
charançon,Insecte,herb,"curculionidé,coléoptère"
chevrette,Insecte,herb,"lucanidé,coléoptère"
chilocore,Insecte,herb,"coccinellidé,coccinelle"
chlorophane,Insecte,herb,"curculionidé,charançon"
chrysope,Insecte,herb,planipenne vert
chrysophore,Insecte,herb,"scarabéidé,scarabée"
cicindèle,Insecte,herb,"cicindélidé,tricondyle"
cigarier,Insecte,herb,"tel rhynchite,urbec"
cionus,Insecte,herb,"curculionidé,charançon"
cistélidé,Insecte,herb,"alléculidé,longicorne"
clairon,Insecte,herb,"cléridé,coléoptère"
clavicorne,Insecte,herb,coléoptère cucujoïde
clavigère,Insecte,herb,"clavigéridé,coléoptère"
cléonine,Insecte,herb,"curculionidé,charançon"
cléridé,Insecte,herb,"tel clairon,coléoptère"
clythre,Insecte,herb,"clythriné,coléoptère"
clytre,Insecte,herb,"clythriné,coléoptère"
coccidé,Insecte,herb,tel cochenille homoptèr
coccidotrophus,Insecte,herb,"cucujidé,coléoptère"
coccinelle,Insecte,herb,"coccinellidé,coléoptère"
coccinellidé,Insecte,herb,"tel coccinelle,novius"
cochenille,Insecte,herb,"coccidé,coléoptère"
cochonne,Insecte,herb,nom donné aux chenilles
coléoptère,Insecte,herb,insecte élytre en étui
collembole,Insecte,herb,tel aptérygote
colydium,Insecte,herb,"colydiidé,coléoptère"
coniatus,Insecte,herb,"curculionidé,charançon"
conocéphale,Insecte,herb,"conocéphalidé,sauterell"
copris,Insecte,herb,"scarabéidé,bousier"
coprophile,Insecte,herb,"staphylinidé,coléoptère"
coroebus,Insecte,herb,"buprestidé,coléoptère"
corynète,Insecte,herb,"cléridé,coléoptère"
cosson,Insecte,herb,"curculionidé,charançon"
cossyphe,Insecte,herb,"ténébrionidé,coléoptère"
coupe-bourgeon,Insecte,herb,"curculionidé,charançon"
coupe-bourgeons,Insecte,herb,"curculionidé,charançon"
cremastochilus,Insecte,herb,"scarabéidé,cétoine"
créophile,Insecte,herb,"staphylinidé,coléoptère"
cryptolaemus,Insecte,herb,"coccinellidé,coccinelle"
cryptophage,Insecte,herb,"cryptophagidé,coléoptèr"
cryptophagus,Insecte,herb,"cryptophagidé,coléoptèr"
cryptopse,Insecte,herb,"scolopendridé,chilopode"
cryptorhynchus,Insecte,herb,"curculionidé,charançon"
cryptorhynque,Insecte,herb,"curculionidé,charançon"
cuceron,Insecte,herb,insecte q ravage légume
cucujidé,Insecte,herb,tel clavicorne
cucujoïde,Insecte,herb,"clavicorne,coléoptère"
cupédidé,Insecte,herb,tel coléoptère archaïq
cupésidé,Insecte,herb,tel coléoptère archaïq
curculionidé,Insecte,herb,tel charançon coléoptèr
cybocéphale,Insecte,herb,"nitidulidé,coléoptère"
cylade,Insecte,herb,"curculionidé,charançon"
cylas,Insecte,herb,"curculionidé,charançon"
dactylopius,Insecte,herb,"coccidé,cochenille"
danacaea,Insecte,herb,"téléphoridé,coléoptère"
dascille,Insecte,herb,"dascillidé,coléoptère"
dascillidé,Insecte,herb,tel dascille coléoptère
dasyte,Insecte,herb,"malachiidé,coléoptère"
demi-paon,Insecte,herb,"sphingidé,sphinx ocellé"
dendroctone,Insecte,herb,"scolytidé,coléoptère"
dendrophile,Insecte,herb,"histéridé,coléoptère"
dermeste,Insecte,herb,"dermestidé,coléoptère"
dermestidé,Insecte,herb,tel dermeste
derolomus,Insecte,herb,"curculionidé,charançon"
diaspis,Insecte,herb,"coccidé,cochenille pte"
dictyoptère,Insecte,herb,"lycidé,coléoptère"
dicyrtoma,Insecte,herb,collembole
diglosse,Insecte,herb,"staphylinidé,coléoptère"
dinarda,Insecte,herb,"staphylinidé,coléoptère"
diplognathe,Insecte,herb,"scarabéidé,cétoine"
diptère,Insecte,herb,insecte à 2 ailes
ditoma,Insecte,herb,"colydiidé,coléoptère"
dolichopode,Insecte,herb,"gryllacrididé,sauterell"
dorytome,Insecte,herb,"curculionidé,charançon"
drile,Insecte,herb,"drilidé,coléoptère"
drilidé,Insecte,herb,tel drile
dryocoetes,Insecte,herb,scolytidé xylophage
dryophile,Insecte,herb,anobiidé coléoptère
dryopidé,Insecte,herb,tel dryops coléoptère
dun,Insecte,herb,subimago d'éphémère
dynaste,Insecte,herb,"scarabéidé,scarabée"
dytique,Insecte,herb,"dytiscidé,coléoptère"
dytiscidé,Insecte,herb,tel dytique
élédone,Insecte,herb,"ténébrionidé,coléoptère"
élénophore,Insecte,herb,"ténébrionidé,coléoptère"
elmis,Insecte,herb,"parnidé,coléoptère"
endomychus,Insecte,herb,"endomychidé,coléoptère"
entime,Insecte,herb,"curculionidé,charançon"
épicaute,Insecte,herb,"méloïdé,cantharide"
épilachne,Insecte,herb,"coccinellidé,coccinelle"
épilissus,Insecte,herb,"scarabéidé,bousier Afr"
eretes,Insecte,herb,"dytiscidé,coléoptère"
érirrhinus,Insecte,herb,"curculionidé,charançon"
érotylidé,Insecte,herb,"tel langunia,coléoptère"
escarbot,Insecte,herb,"histéridé,coléoptère"
eteophilus,Insecte,herb,"curculionidé,charançon"
eucnémididé,Insecte,herb,"tel taupin,coléoptère"
eugereon,Insecte,herb,hémiptéroïde fossile
eulecanium,Insecte,herb,"lécanidé,cochenille"
eunausibius,Insecte,herb,"cucujidé,coléoptère"
euphole,Insecte,herb,"curculionidé,charançon"
euplectus,Insecte,herb,"psélaphidé,coléoptère"
exochomus,Insecte,herb,"coccinellidé,coccinelle"
falagria,Insecte,herb,"staphylinidé,coléoptère"
fiorina,Insecte,herb,"coccidé,cochenille"
formicomus,Insecte,herb,"anthicidé,coléoptère"
fromentée,Insecte,herb,"scarabéidé,hanneton"
gascardia,Insecte,herb,"coccidé,cochenille"
géoryssus,Insecte,herb,"géoryssidé,coléoptère"
géotrupe,Insecte,herb,"scarabéidé,bousier"
gibbium,Insecte,herb,"ptinidé,coléoptère"
gnathocère,Insecte,herb,"ténébrionidé,coléoptère"
gnorime,Insecte,herb,"scarabéidé,cétoine"
goliath,Insecte,herb,"scarabéidé,cétoine"
gossyparie,Insecte,herb,"coccidé,cochenille"
guérinie,Insecte,herb,"coccidé,cochenille"
